"","time","Current account_Denmark","Current account_Germany","Current account_Spain","Current account_France","Current account_Italy","Current account_Netherlands","Current account_Finland","Current account_Sweden","Direct investment_Denmark","Direct investment_Germany","Direct investment_Spain","Direct investment_France","Direct investment_Italy","Direct investment_Netherlands","Direct investment_Finland","Direct investment_Sweden","Employees Compensation_Denmark","Employees Compensation_Germany","Employees Compensation_Spain","Employees Compensation_France","Employees Compensation_Italy","Employees Compensation_Netherlands","Employees Compensation_Finland","Employees Compensation_Sweden","Totlat employment_Denmark","Totlat employment_Germany","Totlat employment_Spain","Totlat employment_France","Totlat employment_Italy","Totlat employment_Netherlands","Totlat employment_Finland","Totlat employment_Sweden","Final consumption expenditure households_Denmark","Final consumption expenditure households_Germany","Final consumption expenditure households_Spain","Final consumption expenditure households_France","Final consumption expenditure households_Italy","Final consumption expenditure households_Netherlands","Final consumption expenditure households_Finland","Final consumption expenditure households_Sweden","Change in GDP_Denmark","Change in GDP_Germany","Change in GDP_Spain","Change in GDP_France","Change in GDP_Italy","Change in GDP_Netherlands","Change in GDP_Finland","Change in GDP_Sweden","Gross fixed capital formation_Denmark","Gross fixed capital formation_Germany","Gross fixed capital formation_Spain","Gross fixed capital formation_France","Gross fixed capital formation_Italy","Gross fixed capital formation_Netherlands","Gross fixed capital formation_Finland","Gross fixed capital formation_Sweden","Government debt to gdp_Denmark","Government debt to gdp_Germany","Government debt to gdp_Spain","Government debt to gdp_France","Government debt to gdp_Italy","Government debt to gdp_Netherlands","Government debt to gdp_Finland","Government debt to gdp_Sweden","Government expenditure_Denmark","Government expenditure_Germany","Government expenditure_Spain","Government expenditure_France","Government expenditure_Italy","Government expenditure_Netherlands","Government expenditure_Finland","Government expenditure_Sweden","Change in Housing prices_Denmark","Change in Housing prices_Germany","Change in Housing prices_Spain","Change in Housing prices_France","Change in Housing prices_Italy","Change in Housing prices_Netherlands","Change in Housing prices_Finland","Change in Housing prices_Sweden","Labour productivity_Denmark","Labour productivity_Germany","Labour productivity_Spain","Labour productivity_France","Labour productivity_Italy","Labour productivity_Netherlands","Labour productivity_Finland","Labour productivity_Sweden","Net international investment_Denmark","Net international investment_Germany","Net international investment_Spain","Net international investment_France","Net international investment_Italy","Net international investment_Netherlands","Net international investment_Finland","Net international investment_Sweden","Nominal unit labour cost_Denmark","Nominal unit labour cost_Germany","Nominal unit labour cost_Spain","Nominal unit labour cost_France","Nominal unit labour cost_Italy","Nominal unit labour cost_Netherlands","Nominal unit labour cost_Finland","Nominal unit labour cost_Sweden"
"112",2002-10-01,NA,3.3,-4,0.9,-1.2,NA,10.4,2.6,NA,691453,171359,563290,203568,NA,72178.8,1746023,182316,321704,95752,214737.2,147250.7,61969,17325,303063,2789.68,39753,17874.4,26211.8,23815,8417,2342.8,4412.3,175221.2,327255,115048,223765.2,201588,62842,18739,330780,-0.2,-0.3,0.8,0.1,0.6,0.1,1.2,0.2,10114.6,113979,53393,85778.8,82162.6,26603,8375,17530.6,50.3,59.8,51.2,61.3,105.9,48.8,42.6,49.8,12129.3,121944,35021,93564,77931.2,29334,8131,19333.2,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,1.5,-0.6,2.5,0.4,1,1.6,4.2,NA,0,-45.7,6.8,-11,NA,-48.5,-20.6,3.3,0.3,3,2.5,3.1,4.3,0.5,1.3
"113",2003-01-01,NA,1,-5.3,1.3,-2.1,NA,4.4,5.2,NA,NA,174140,582793,205049,NA,72569.8,1730331,179209.5,272433,89532,203691.8,117996.7,61043,16945,299071,2714.36,39029,17974.8,26119,23701.5,8357,2309.2,4338.4,165820.4,307882,115614,218492.1,201711.4,62950,17649,307832,0.3,-1.3,1,0.3,-0.4,0.2,-0.7,1.2,9752.6,95911,51037,79320,72317.5,26060,7283,14477.6,52.4,61.1,50.1,62.8,107.9,49.8,44.2,50.2,11643.5,104084,31136,94569.1,59484.3,27815,7493,18023.1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.9,0.7,1.7,-0.4,1,1.2,3.1,NA,NA,-46.4,7.5,-13.4,NA,-59,-20.4,0.9,1.3,2.1,2.5,4.4,1.1,0.5,1.1
"114",2003-04-01,NA,0.5,-3,-0.4,-1.9,3.7,2.4,5.8,NA,NA,173621,584189,210592,1649207,69107.6,1749003,190458.1,281500,95262,206579.9,130173.6,72666,17760,316518,2791.97,39101,18297.7,26205,24079.5,8426,2413.2,4449.7,167543.1,315591,114191,216725.2,205716.5,64148,19075,323236,-0.8,0.1,0.4,-0.4,-0.2,-0.5,1.4,-0.2,9709,109853,54436,81726.7,76709.9,27245,8042,16316.2,52.4,61.8,50.1,65,107.8,49.4,45.8,49.2,12150.1,104563,35028,93057.2,62767.9,30643,7997,18996.3,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.3,1.1,0,-0.4,1.1,2.9,3.6,NA,NA,-50.2,6,-14,4.5,-69.3,-21.3,3.6,2.1,2.3,1.9,5.5,3.3,0.4,2.4
"115",2003-07-01,NA,0.9,-3.5,1.3,0.9,5.1,5.4,6.9,NA,NA,189045,585704,204901,1688779,72169,1768094,183314.6,289792,93612,206183.3,124740.9,60448,18244,315471,2774.03,39361,18480.2,26277.6,24208.1,8428,2440.8,4518.1,166352,324693,113660,214336.9,209055.9,64176,18911,316050,0.3,0.9,0.7,1.1,-0.2,0,1.2,0.8,9732.8,112459,52400,82230.9,69668,24382,8836,14078.6,51.8,62.8,48.5,65.6,108.2,50.3,44.8,48.8,12133,108511,31182,93873.6,62860.5,27933,7886,18770.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,0,0.3,-0.5,1,2.4,3.7,NA,NA,-48.9,2.5,-12.7,6.5,-59.8,-21,3.1,1.5,2.2,2.1,6.8,2.1,-0.6,1.8
"116",2003-10-01,NA,3.5,-3.7,1.1,-0.2,7.4,6.2,5.5,NA,696648,198500,593963,203325,1726335,73734.9,1843161,188110.2,322273,101605,221364.9,151477.9,63824,17731,311023,2754.22,39494,18503.3,26187.2,24206.5,8339,2316.8,4380.8,181232,334258,121857,231035.4,207763.6,63924,19704,341783,1.9,0.1,0.8,0.3,0.9,0.6,0.2,0.7,10884.5,113444,59846,89279.5,79153.2,27951,8895,17633,48.2,63.3,47.7,65.4,105.1,49.9,45.2,49.4,12493.1,121410,36744,98031.2,81681.4,31172,8613,20317.1,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.7,-0.6,0.7,-1.1,2.1,2,3,NA,0.7,-50.6,-3.1,-11.9,-3.8,-62.5,-17.2,0.7,0.6,3,1.7,3.5,2.8,0.5,0.4
"117",2004-01-01,NA,4.4,-6.3,1.3,-0.9,7.9,6,5.9,NA,698681,206904,605352,205859,1749387,71558.7,1826602,184372.7,275063,95651,211403.4,122667.7,61909,17669,308909,2685.11,38987,18688.8,26111.7,23904.2,8220,2316.8,4304.8,173058.8,314424,125035,226736.1,207725.6,64109,18675,318591,0.4,-0.1,0.6,1.1,0.4,0.9,1.3,1.6,9669.7,94835,55351,84251.7,74570.7,26927,7720,14142.8,50.6,64.8,47.7,66,108.1,50.8,42.1,50.1,12226.7,104647,34159,99085,63683,28300,7933,18552.3,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.5,0.2,1.1,0.9,1.3,3.1,2.8,NA,1.3,-52.3,-3.8,-11.7,-1.5,-28.8,-18.5,-0.1,-0.5,4,1.4,2.9,0.4,-0.2,0
"118",2004-04-01,NA,4.8,-5.1,0.2,-1,6.5,1.1,6.5,NA,710676,209156,614471,213204,1775248,75175.7,1861250,193532.1,284343,101625,214148.6,136350.6,74105,18354,327174,2783.23,39325,18941.5,26223.2,24166.5,8330,2410,4415.2,176941.1,322081,123139,226249.8,212426.3,65656,19800,335410,0.7,0.6,1.1,0.4,0.3,0.5,0.8,0.7,10373.2,110583,59641,87936.1,81017.1,27815,8685,17232.3,50.9,64.7,47,67.2,109.7,51.1,43.2,48.4,12675.4,105453,38056,97361.7,67742.3,31195,8472,19476.9,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.8,-0.5,2.1,1.2,3,2.6,3,NA,3.9,-53.5,-4.4,-11.3,-3.6,-14.5,-19.9,-2.6,-0.6,3.3,0.1,2.5,1.1,-0.6,-0.9
"119",2004-07-01,NA,3,-5,1,1.3,6.2,6.3,6.3,NA,713208,214491,618132,213795,1802401,77259.4,1899144,190123.8,289674,99798,213018.7,126200,60988,19009,324728,2755.83,39534,19157.6,26328.3,24347.1,8360,2437.6,4512.3,176571,328719,122572,222192.6,216657.7,65775,19403,326392,0.2,-0.3,0.8,0.4,0.1,0.1,1.1,0.8,10354.1,111857,58064,86560,73070.1,24606,9264,15265.1,51.2,65.3,45.8,66.8,109.1,51.6,43.8,47.4,12590.6,107466,34340,97375.6,62752.9,28466,8218,19001.1,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.7,0.5,0.8,1.1,2.3,3.4,3.9,NA,4.1,-54.6,-3.6,-12.6,-0.5,-10,-19.5,0.1,0.1,2.7,0.6,-0.3,-0.5,1.9,-0.5
"120",2004-10-01,NA,5.8,-5.3,-0.3,-1.3,9.6,9.5,5.2,NA,721306,231754,637503,216921,1854934,78670,2005843,194963.5,321884,108602,228416.7,158159.6,64724,18592,321939,2752.42,39635,19210.1,26266.4,24315.1,8262,2365.6,4378.4,195681.6,340997,130757,241747.6,215900.7,65018,20507,351308,1.1,0,0.7,0.9,0.3,0.2,1.5,0.5,11522.7,114538,66258,94674.9,82630.5,27918,9667,19526.5,46.2,65,45.3,66.9,104.7,50.2,44.9,48.7,12987,119260,40428,100498.7,86507.8,31720,9001,20449.7,NA,NA,NA,NA,NA,NA,NA,NA,3.7,-0.4,1.1,0.4,0.6,0.3,4.4,3.2,NA,4.4,-59.5,-3.5,-15,-0.2,-9.3,-21.5,1.8,-0.7,3.6,0.6,3.6,-0.9,-0.9,-1
"121",2025-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382674.5,580590,195868,377641.1,205798,129898,33485,762815,3227.21,45819,22044.6,30427.8,26494,10336,2674.9,5329.1,335338.5,563902,233242,400720.1,313211.9,124829,34234,702454,-0.5,0.4,0.6,0.1,0.3,0.1,0,-0.2,21467.1,214827,78443,156755,121009.3,58484,12931,31321.9,NA,NA,NA,NA,NA,NA,NA,NA,22120.4,243591,74655,175728.1,96770.6,72788,17252,36736.6,NA,NA,NA,NA,NA,NA,NA,NA,3.2,-0.5,-0.2,1.2,0.2,3.5,2.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.3,4.4,4.5,2,3.4,4,1.8,2
"122",1991-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.4,NA,0.4,NA,NA,-1.2,NA,5636.9,97784.2,NA,59575.1,NA,NA,6999.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6788.5,67958.6,NA,55740.5,NA,NA,6343.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1991-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.2,NA,0.4,NA,NA,-2.1,NA,5410.9,97378,NA,58359.8,NA,NA,6804.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6832.9,70311.8,NA,55688.2,NA,NA,6431.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",1991-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,1.4,NA,0.5,NA,NA,-1.2,NA,5523.9,101575.7,NA,60091.3,NA,NA,6691.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6917.4,84644.2,NA,57456.7,NA,NA,6028.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",1992-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.4,NA,0.7,NA,NA,0.3,NA,5315.9,92367.4,NA,58937.3,NA,NA,4573.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6911.1,71265.8,NA,58981.5,NA,NA,5401.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1992-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-0.6,NA,0.1,NA,NA,-1.1,NA,5834.4,105688.2,NA,59129.9,NA,NA,4939.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6960.9,74226.5,NA,59593.2,NA,NA,5488.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1992-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-0.3,NA,-0.1,NA,NA,-0.8,NA,5297,104825.2,NA,57310.6,NA,NA,4973.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7121.1,79454.1,NA,60182.4,NA,NA,5392.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",1992-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.3,NA,0,NA,NA,-0.7,NA,5644.6,111261,NA,60148.8,NA,NA,4820.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7576,96068.7,NA,64403.4,NA,NA,4853.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",1993-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-0.8,NA,-0.5,NA,NA,0.2,NA,5757.5,93858.1,NA,58564.6,NA,NA,3069.9,8329.5,NA,NA,NA,NA,NA,NA,NA,NA,7591.4,79491.5,NA,66251.4,NA,NA,4228.8,12651.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",1993-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,0,NA,0,NA,NA,-0.2,0.8,5765.5,109398.5,NA,58719.9,NA,NA,3618,9123,NA,NA,NA,NA,NA,NA,NA,NA,7801.7,82392.6,NA,67234.6,NA,NA,4423.6,13020.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",1993-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.6,NA,0.1,NA,NA,0.6,0.6,4955.8,110808.7,NA,55355.4,NA,NA,3715.5,7773.1,NA,NA,NA,NA,NA,NA,NA,NA,7651,85622.6,NA,65622.5,NA,NA,4529.8,11758.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",1993-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,-0.1,NA,0.3,NA,NA,0.7,0.2,5620.5,111259.1,NA,57092.7,NA,NA,4189.7,9632.6,NA,NA,NA,NA,NA,NA,NA,NA,7903.5,99216.5,NA,67308,NA,NA,4553.1,12348.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",1994-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.4,NA,0.7,NA,NA,0.7,1.4,5456.7,98259.6,NA,57152.3,NA,NA,3313,8568.3,NA,NA,NA,NA,NA,NA,NA,NA,7990.4,84117.8,NA,68568,NA,NA,4586.3,12586.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1994-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.6,NA,1,NA,NA,0.9,1.3,6147.4,115445.6,NA,59070.2,NA,NA,3860.2,9289,NA,NA,NA,NA,NA,NA,NA,NA,8005.6,85807.1,NA,68214.6,NA,NA,4736.2,13206.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1994-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,NA,0.9,NA,NA,2.3,0.5,5715.4,116109.4,NA,58623.4,NA,NA,4184.3,8171.4,NA,NA,NA,NA,NA,NA,NA,NA,7977.5,89383.7,NA,67937.2,NA,NA,4950.2,11931.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",1994-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.1,NA,0.9,NA,NA,2.5,2.2,6766.1,119052.4,NA,60489.9,NA,NA,4957.1,11080.2,NA,NA,NA,NA,NA,NA,NA,NA,8161.7,104516.3,NA,69947.5,NA,NA,5271.3,13188.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",1980-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,29421.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25397.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",1980-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,NA,NA,NA,NA,NA,NA,NA,31491.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26224.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1980-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,30655.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27410.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",1980-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,32355.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28028.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1981-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,31517.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28802.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",1981-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,33291.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29623.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",1981-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,32926.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30877.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1981-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,35170.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32010.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",1982-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,34463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33233.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",1982-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,36599.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33910.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
